微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
5273245315241914,纳指在软件股上涨带动下重新上涨。安硕扩大科技软件行业ETF（IGV）上涨2.6%。  由于投资者担心人工智能带来的影响，今年以来软件股大部分时间处于低迷状态。安硕扩大科技软件行业ETF在2月23日跌至一年收盘低点76.94美元，但此后持续反弹。周四价格已接近88美元。  标普500表现最好的股票包括Trade Desk...全文,,无,,,Thu Mar 05 23:05:18 +0800 2026,海外新鲜事博主 头条文章作者,2,0,0
5273244019197524,【抛弃传统巨头？中小企业正用自然语言“写”出自己的定制系统】据《华尔街日报》报道，关于人工智能工具可能取代传统商业软件的预测，正在市场的某些领域悄然成为现实。近期，越来越多中小型企业表示，他们正在通过“vibe coding”（AI注：指非技术人员通过自然语言与AI交互来编写和生成代码的新趋 ...全文,,无,,,Thu Mar 05 23:00:09 +0800 2026,海外资讯博主（美国）,0,0,0
5273243981187097,【科技前沿｜#人形机器人离走进生活还有多远#】#人形机器人是如何团队协作的#在人工智能大模型驱动下，人形机器人应用边界持续拓展。中国人形机器人正加速走向一线，落地于工业生产、教育、服务等真实场景。支撑规模化应用的关键突破是什么？中国机器人产业属于自己的“ChatGPT时刻”，是否正在到来？ ...全文,,无,"https://f.video.weibocdn.com/o0/0OHCtE1vlx08vPwKpvOg01041202aDxm0E010.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772728238&ssig=XlGqZBmRRy&KID=unistore,video",,Thu Mar 05 23:00:00 +0800 2026,天津交通广播官方微博,0,0,0
5273243764394410,美国的 Door dash无人送货。人工智能时代会让欧美的高人工成本不再是阻碍了吗。小型无人送货车的出现，无人驾驶时代，城市的道路规划是否要从新定义了。 科技刘明新的微博视频 ,,无,"https://f.video.weibocdn.com/u0/9cTFMt5pgx08vPP6gtvO01041200deWF0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772728249&ssig=exG5bSHFr5&KID=unistore,video",,Thu Mar 05 22:59:08 +0800 2026,本地资讯博主（深圳）,88,13,5
5273243729792182,#2026全国两会时光#【两会观察丨听，什么正在津沽大地“拔节”？】#2026两会津彩瞬间# 国产芯片新突破、天问二号去追星、福建舰劈波斩浪、机器人春晚“秀武功”……说起“硬核”的中国科技，你还能想到哪些？一年来，我国发展向新向优、彰显蓬勃活力。新质生产力稳步发展，科技创新成果丰硕，人工智能 ...全文,,https://wx2.sinaimg.cn/orj360/0028HfYDly1iawgieuorrj60zk0jyjxa02.jpg,,,Thu Mar 05 22:59:00 +0800 2026,津云新闻官方微博,1,0,0
5273243548387317,#2026全国两会时光#【两会特稿丨“创新是引领世界发展的重要动力”——中国携手世界共赴创新发展新征程】开年以来，中国创新热潮一次次牵动全球目光：人形机器人行云流水的武术表演视频在海外社交媒体广泛传播；国际奥委会基于阿里千问大模型打造奥运官方大模型，中国人工智能（AI）成为米兰冬奥会的“ ...全文,,https://wx1.sinaimg.cn/orj360/b0e0e823ly1iawgrmas3tj20dp096gp3.jpg,,,Thu Mar 05 22:58:17 +0800 2026,津云新媒体官方微博,0,0,0
5273243105891783,陈思铭想  《仿生心脏不会爱上麻烦主人》①* 守财金牛铭×智能机器人罕* 铭罕 | 赛博朋克 | 人工智能—我把我的心脏给你，希望你能爱我。  专栏 · 嘉陵江著名正太情侣·📱 ,,"https://wx4.sinaimg.cn/orj360/008lvSZigy1iawgprsc5cj30n0314tme.jpg,https://wx1.sinaimg.cn/orj360/008lvSZigy1iawgps5791j30n00qcgnc.jpg,https://wx3.sinaimg.cn/orj360/008lvSZigy1iawgptf1xkj30n01m2n1c.jpg,https://wx4.sinaimg.cn/orj360/008lvSZigy1iawgptqf2zj30n01ou42p.jpg,https://wx1.sinaimg.cn/orj360/008lvSZigy1iawgpu1vx7j30n017qmzu.jpg,https://wx4.sinaimg.cn/orj360/008lvSZigy1iawgpuckxwj30n019k41e.jpg",,,Thu Mar 05 22:56:31 +0800 2026,娱乐博主,69,2,19
5273242831167303,#中国将在哪些方向发力#别的就先不说了，未来人工智能产业将大规模爆发，而数据中心的电力问题就成了重中之重，美国等以石油能源控制世界的格局将被打破，我国未来用绿色电力影响世界的形势将不可逆转@大美遂 @安康发布 @成县陈东平 @东禾w @贝纳通 #农民# 比如陕西商洛柞水县曹坪镇这个项目就是一个 ...全文,,无,"https://f.video.weibocdn.com/u0/Mj9pz3e4gx08vPOwJGFG01041200xzIW0E010.mp4?label=mp4_ld&template=640x360.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772728249&ssig=OOxW9qcHeX&KID=unistore,video",,Thu Mar 05 22:55:26 +0800 2026,政府视频博主,103,16,15
5273166836403912,#我国就业形势有两大不匹配现象#现在的就业市场，确实存在比较明显的结构性矛盾，主要体现在三个层面的“供需错配”上：第一个是技能与需求的错配。随着产业升级和数字化转型，市场对高技能、复合型人才需求旺盛，比如人工智能、大数据、智能制造这些领域缺口很大。但不少求职者的技能更新跟不上， ...全文,,"https://wx2.sinaimg.cn/orj360/8c166e79gy1iaw82x9yg1j20oz0hxagy.jpg,https://wx1.sinaimg.cn/orj360/8c166e79gy1iaw82xly8cj21400xt484.jpg,https://wx4.sinaimg.cn/orj360/8c166e79gy1iaw82xxcnnj21400xok0i.jpg",,,Thu Mar 05 17:53:27 +0800 2026,母婴育儿博主 微博原创视频博主,40,0,53
5273158535876252,#我国就业形势有两大不匹配现象#缺少的是高精尖人才，大部分人都达不到要求。人工智能高速发展的的同时，很多岗位被替代了。以后就是高精尖的时代，科技越发达，我们的可替代性就越来越强，就比如以前农村种地全是靠人工，现在基本都是机械化，一人可以种很多的地。科技发展的同时，失业的人也会越 ...全文,,无,,,Thu Mar 05 17:20:28 +0800 2026,投资内容创作者 超话粉丝大咖（基金超话）,17,2,0
