微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
5273233735816034,#十五五规划里的个人机遇#【首次提出智能经济新形态！#智能经济有望成经济转型关键突破#】“智能经济新形态”在今年《政府工作报告》中首次提出。多家金融机构专家和首席经济学家表示，智能经济未来有望成为新质生产力发展的核心抓手与经济转型的关键突破。专家指出，智能经济是以人工智能为核心驱动力 ...全文,,无,"https://f.video.weibocdn.com/o0/rxcu8Npzlx08vPMoFrvO01041200jiKX0E010.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772728259&ssig=mmOdhy9UUf&KID=unistore,video",,Thu Mar 05 22:19:17 +0800 2026,中央广播电视总台,5,2,1
5273233206023369,#2025年300万UP主获得收入# B站今天发了2025年全年财报，数据很感人啊，日活用户有了10%的增长，广告营收同比上升了27%，全年总营收到了303.5亿。国创和人工智能内容播放时常增长了50%，这就是时代脉搏啊，小破站确实是全网最好的AI内容学习平台了~亚马逊的资深首席科学家在上面教课，叫 跟李 ...全文,,https://wx3.sinaimg.cn/orj360/7cec4492gy1iawfkwzx7yj20j65gsnpe.jpg,,,Thu Mar 05 22:17:11 +0800 2026,2024微博年度新知博主 科技博主,137,19,10
5273232887253918,【知乎周源：#建议建立AI漫剧侵权快速处置机制#，打击“洗稿”】#AI漫剧洗稿侵权速度远超维权#AI技术的发展又催生出新的文化品类——漫剧。这是一种利用生成式人工智能技术，将网络短篇故事IP通过多模态大模型直接转化为动态影像的新型内容形态。2025年以来，这一行业呈现出高速扩张态势。市场预测显示 ...全文,,https://wx1.sinaimg.cn/orj360/001Ni6Xvgy1iawfjcxiw3j61e81hkwna02.jpg,,,Thu Mar 05 22:15:55 +0800 2026,《南方都市报》官方微博,3,0,0
5273184968114733,最近 AI 数据中心在美国遇到越来越大的政治压力。FT 报道称，特朗普在白宫会见 Google、Microsoft、Meta、OpenAI、Amazon、Oracle、xAI 等科技公司高管时表示，AI 行业现在需要一些“公关帮助”。原因是大量数据中心建设正在引发社区反弹，很多地方居民担心数据中心会推高电价、消耗大量能源，并给当 ...全文,,无,,,Thu Mar 05 19:05:30 +0800 2026,投资内容创作者 AI博主,26,0,0
5273231932263926,2026年六大潜力科技方向及核心要点如下：1. 电网：涵盖特高压设备、智能电网、电网数字化、储能与配套，涉及国电南瑞、特变电工、宁德时代等企业，覆盖从输电到储能的全链条。2. 芯片半导体：分为设计（逻辑/存储/功率芯片等）、制造（晶圆/外延片）、封装测试、设备材料，包含寒武纪、中芯国际、北 ...全文,,无,,,Thu Mar 05 22:12:07 +0800 2026,iPhone客户端,9,2,0
5273231603013665,【“敲敲”告诉我丨当苗绣遇见AI 两位代表的“数字织造”之约】当千年贵州非遗遇上人工智能，大山里的绣娘指尖技艺如何绽放数字时代新光彩？来自贵州的全国人大代表夏华和来自四川的全国人大代表钟波再度在两会现场相遇，围绕科技与传统文化深度融合展开深入交流。#春天里的两会##2026全国两会贵州声音 ...全文,,无,"https://f.video.weibocdn.com/u0/wlLTZS0Egx08vPLP8aRG01041200x0Bo0E010.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772728259&ssig=ZnBkWcR1yQ&KID=unistore,video",,Thu Mar 05 22:10:49 +0800 2026,贵州广播电视台新闻中心,0,0,0
5273145516755609,很多人流量越大就越赚钱，不是这样的。流量大，首先你讲的东西要大多数人能看懂，他能看懂而且觉得好，才会转发，才会觉得厉害。但是，大多数人都能看懂的，这个内容能有多大的深度呢？能有多厉害呢？没有深度，又有多大价值呢？流量大，当然有价值，有传播价值，而不是那个内容有多大价值。这种 ...全文,,无,,,Thu Mar 05 16:28:44 +0800 2026,科技博主,20,2,3
5273231181481269,发布了头条文章：《入门OpenClaw，玩转skill的3个技巧》 #人工智能﻿﻿#  入门OpenClaw，玩转skill的3个技巧 ,,无,,,Thu Mar 05 22:09:08 +0800 2026,AI博主,1,0,0
5273230672662025,#建议加强中小学逻辑教育#【全国人大代表张巧良：AI时代要加强中小学逻辑教育】全国人大代表、山东康桥律师事务所首席合伙人张巧良建议，在人工智能时代，要深化中小学逻辑教育、全面提升青少年理性素养。#2026全国两会报道# 这已经是张巧良连续第二年提出类似建议。他在建议中说，当前，生成式人工 ...全文,,无,,,Thu Mar 05 22:07:07 +0800 2026,第一财经,3,1,0
5273230328994127,AFA｜🆕🇦🇷我们非常高兴地欢迎google和googleespanol成为阿根廷队新的全球主要赞助商，他们的品牌标识将独家出现在官方训练服上。欢迎加入世界冠军大家庭！🌟AFA 宣布 google & googleespanol 成为新的 𝐌𝐚𝐢𝐧 𝐆𝐥𝐨𝐛𝐚𝐥 𝐒𝐩𝐨𝐧𝐬𝐨𝐫 𝐨𝐟 ...全文,,"https://wx3.sinaimg.cn/orj360/006IpS41ly1iawf8oowb3j30u00u0tax.jpg,https://wx1.sinaimg.cn/orj360/006IpS41ly1iawfk862ebj30dc0nkjr6.jpg,https://wx1.sinaimg.cn/orj360/006IpS41ly1iawf8p6ifyj30u00u0ace.jpg,https://wx4.sinaimg.cn/orj360/006IpS41ly1iawf8pl78tj30u00u0tc4.jpg,https://wx3.sinaimg.cn/orj360/006IpS41ly1iawf8pxvxdj30u00u0whq.jpg","https://f.video.weibocdn.com/o0/4sYCLdMmlx08vPMbQCPu010412004vWA0E010.mp4?label=mp4_hd&template=480x848.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772728259&ssig=QHkir4Pll2&KID=unistore,video",,Thu Mar 05 22:05:45 +0800 2026,体育博主 超话创作官（梅西超话）,25,0,3
