微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
5273250315898371,【人民锐评：#AI变强饭碗会变少吗#？】#技术从来不是抢饭碗的对手#近年来，中国人工智能亮点纷呈。在感慨人工智能越来越聪明时，也有人焦虑会不会因此“丢了饭碗”。回看二十年前，谁能想到“外卖骑手”会成为一个数量庞大的职业群体？谁又能预见“网络主播”“跨境电商运营管理师”“无人机群飞行规划 ...全文,,无,,,Thu Mar 05 23:25:10 +0800 2026,东北网官方微博,0,0,0
5273249816248327,第一是领跑方面，像新能源、航空航天、新材料都属于领跑。特别在新能源领域，国外发展人工智能碰到了瓶颈，就是电力不足，我们国家在这方面没有问题，不但电力充足，而且是绿电。下一步就是在国际上持续建立优势。 第二是赶超方面，一些行业还处于赶超阶段，比如新能源汽车等。新能源汽车中央企业三年...全文,,无,,,Thu Mar 05 23:23:10 +0800 2026,HUAWEI P40 Pro 5G,0,0,0
5272309897629118,#文明校园# 【芜湖中小学多元“开学礼”助力学子扬帆起航】3月2日，春意萌动，春雨淅沥，芜湖市中小学迎来2026年春季学期开学第一天。芜湖市各校精心策划，以传统文化体验、科技创新展示、艺术素养培育等多元形式，为孩子们打造别开生面的“开学礼”，让新学期在满满的仪式感中扬帆起航。　　唱响《 ...全文,,"https://wx3.sinaimg.cn/orj360/9c8ff7c3ly1iathiu102sj20m80gpn1f.jpg,https://wx2.sinaimg.cn/orj360/9c8ff7c3ly1iathiykuubj20m80gpjw4.jpg,https://wx2.sinaimg.cn/orj360/9c8ff7c3ly1iathj34jrbj20m80etwi6.jpg",,,Tue Mar 03 09:08:17 +0800 2026,芜湖市文明办官方微博,351,23,26
5273248515492825,【#全国两会的含AI量爆了#】#政府工作报告连续三年提到人工智能# 3月5日，北京春雪飘飘，天气虽然冷，但全国两会会场内外，讨论却热气腾腾。今年的全国两会，关于AI的讨论持续升温，大会的“含AI量”相当高。可以说，从顶层设计到产业一线，从部长到企业负责人发声，今年两会最火的话题，非AI莫属。他 ...全文,,无,"https://f.video.weibocdn.com/o0/7eUXhjMAlx08vPQr5eF201041201cNSd0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772728238&ssig=Y92nC1RR6b&KID=unistore,video",,Thu Mar 05 23:18:01 +0800 2026,四川日报官方微博,0,0,0
5273247932482695,#中国将在哪些方向发力#智能经济是什么？新版块吗。查了一下，说是通信➕人工智能➕数据。按照kimi给的答案，排除法看了看，感觉城市大脑更符合未来房地产复苏。房地产不复苏，经济恢复都难。自动驾驶+车路协同，也是交通建设，也离不开城市大脑。没炒过的技术概念是量子计算了。边缘计算就是物联网 ...全文,,https://wx1.sinaimg.cn/orj360/008B0iSRly1iawgte17ouj30u013qn1r.jpg,,,Thu Mar 05 23:15:41 +0800 2026,Xiaomi 17 Ultra,0,1,0
5273224872464157,大侄子们委屈极了，grok怎么不听话呢？只骂他们不骂五毛。 ,,"https://wx2.sinaimg.cn/orj360/b4b5059agy1iawelxsm24j20zo0m9gow.jpg,https://wx4.sinaimg.cn/orj360/b4b5059agy1iawelxfmj2j20zo0ntjvh.jpg",,,Thu Mar 05 21:44:04 +0800 2026,文玩收藏博主,115,5,14
5273213782199838,Google与阿根廷足球协会正式宣布达成战略合作，标志着Google正式出任阿根廷国家足球队的全球首席赞助商！作为此次合作的核心，Google旗下的AI助手Gemini将深度参与其中。其品牌标识将独家呈现在阿根廷国家队官方训练装备上，彰显科技与体育的跨界融合。这场强强联手将“世界冠军”与“全球科技领军 ...全文,,"https://wx2.sinaimg.cn/orj360/007n0Llegy1iawcll2ro4j30u00u0781.jpg,https://wx2.sinaimg.cn/orj360/007n0Llegy1iawcnpxgo4j30u00u077h.jpg,https://wx4.sinaimg.cn/orj360/007n0Llegy1iawcll2q2jj30u00u00w6.jpg,https://wx1.sinaimg.cn/orj360/007n0Llegy1iawclj0b11j30u00u0n16.jpg,https://wx2.sinaimg.cn/orj360/007n0Llegy1iawcll29e3j30u00u0q5r.jpg,https://wx1.sinaimg.cn/orj360/007n0Llegy1iawcljhwl8j30u00u0414.jpg",,,Thu Mar 05 21:00:00 +0800 2026,阿根廷国家足球队、阿根廷足协官方微博,59,8,6
5273088083624536,#2026两会观察# 【#我国就业形势有两大不匹配现象#】3月5日，在国务院新闻办公室吹风会上，《政府工作报告》起草组成员、国务院研究室副主任陈昌盛表示，就业是每个小家庭热气腾腾的基础，今年的政府工作报告把稳就业突出为“四稳”之首。他分析，目前我国的就业形势有两类“不匹配”：一类是技能不匹 ...全文,,https://wx4.sinaimg.cn/orj360/001SRYirly1iavywqmbmzj61tm1tmu0x02.jpg,,,Thu Mar 05 12:40:31 +0800 2026,《中国青年报》法人微博,7580,300,378
5273205804899905,特斯拉放消息，人形机器人板块迎来大利好，明天风该吹到这里了吧！马斯克在社交媒体平台 X 上的帖子中表示：“特斯拉将成为研发通用人工智能的公司之一，并且很可能是首个打造出人形通用人工智能的企业。值得注意的是，马斯克在特斯拉第四季度财报会议上已经宣布将逐步停产加州弗里蒙特工厂的 Mode ...全文,,https://wx1.sinaimg.cn/orj360/006R726Hgy1iawcfmyemgj30rd1mhk41.jpg,,,Thu Mar 05 20:28:18 +0800 2026,投资内容创作者  财经观察官 体育博主,21,0,8
5273245524694714,#专家称激发消费需提高居民收入# 【深读政府工作报告｜专访商务部研究院张建平：人工智能等领域对投资需求拉动十分明显，要通过央国企带动激发民间投资活力】#2026两会建言#  3月5日，十四届全国人大四次会议开幕，2026年政府工作报告将扩内需置于首位，提出统筹促消费和扩投资，设立1000亿元专项资金 ...全文,,https://wx4.sinaimg.cn/orj360/001NBLkrgy1iawgjx8iu3j61hc1udauw02.jpg,,,Thu Mar 05 23:06:08 +0800 2026,每日经济新闻官方微博,2,1,1
